Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,CTR,Clicks,Conversion_Rate,Conversions,CPC,CPM,Spend,Revenue
329,CMP_0329_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,203,Email Marketing,Food Delivery,Working Professionals,MOFU,Carousel,Tablet,West,Target ROAS,1211895,Enterprise,86,2026-07-19,2026-10-13,Paused,87,87,Low,Medium,105.04,2484869,1824,664.42,2.05,4057339,66,3149035,3.87,121867,10.79,13149,9.94,384.85,1211895,2484869
330,CMP_0330_Customer_Retention,Lead Generation,Customer Retention,200,YouTube Ads,E-Commerce,Families,MOFU,Video,All Devices,North,CPC,418178,Medium,34,2026-07-28,2026-08-31,Planned,60,54,High,Low,66.01,694217,312,1340.31,1.66,2857666,61,1354508,6.43,87094,6.79,5913,4.8,308.73,418178,694217
331,CMP_0331_Website_Traffic,Product Launch,Website Traffic,180,Affiliate Marketing,E-Commerce,Families,TOFU,Reels,Desktop,East,CPM,1080188,Enterprise,22,2026-05-26,2026-06-17,Completed,88,84,Low,Medium,109.43,2262237,3418,316.03,2.09,3969460,83,3633491,7.63,277235,3.93,10895,3.9,297.29,1080188,2262237
332,CMP_0332_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,89,YouTube Ads,Healthcare,Business Owners,TOFU,Video,Mobile,West,CPC,567412,Large,120,2026-08-08,2026-12-06,Paused,83,84,Medium,Medium,101.28,1142086,4539,125.01,2.01,4902122,69,1550262,2.03,31470,6.05,1903,18.03,366.01,567412,1142086
333,CMP_0333_Increase_Sales,Sales,Increase Sales,69,Instagram Ads,Fashion,Students,TOFU,Video,Desktop,North,CPC,253334,Medium,87,2026-08-14,2026-11-09,Planned,74,66,Medium,Medium,110.35,532888,3741,67.72,2.1,915999,69,3209963,10.23,328379,7.07,23216,0.77,78.92,253334,532888
334,CMP_0334_Increase_Sales,Lead Generation,Increase Sales,196,YouTube Ads,Fashion,Working Professionals,MOFU,Video,All Devices,East,Target ROAS,1411214,Enterprise,80,2026-01-13,2026-04-03,Completed,88,86,Low,Medium,77.22,2500953,2988,472.29,1.77,3649544,68,117902,2.99,3525,6.89,242,400.34,11969.38,1411214,2500953
335,CMP_0335_Generate_Leads,Brand Awareness,Generate Leads,119,Google Display Ads,Healthcare,Freelancers,TOFU,Video,Mobile,North,CPC,981804,Large,41,2026-05-11,2026-06-21,Completed,89,84,Low,Medium,75.93,1727287,2859,343.41,1.76,1733161,79,1675651,6.81,114111,12.99,14823,8.6,585.92,981804,1727287
336,CMP_0336_Website_Traffic,Lead Generation,Website Traffic,32,Instagram Ads,Food Delivery,Business Owners,MOFU,Video,Tablet,West,CPC,559106,Large,19,2026-08-23,2026-09-11,Paused,86,78,Low,Medium,117.36,1215272,1051,531.98,2.17,3477796,91,1457485,10.42,151869,2.98,4525,3.68,383.61,559106,1215272
337,CMP_0337_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,50,Google Search Ads,Education,Business Owners,BOFU,Video,Desktop,East,Target ROAS,1429989,Enterprise,43,2026-06-12,2026-07-25,Running,85,80,Low,Medium,98.32,2835954,4589,311.61,1.98,3742419,61,2069777,4.2,86930,2.22,1929,16.45,690.89,1429989,2835954
338,CMP_0338_Customer_Retention,Product Launch,Customer Retention,49,Instagram Ads,E-Commerce,Working Professionals,TOFU,Carousel,Tablet,North,CPC,752739,Large,93,2026-02-09,2026-05-13,Completed,93,99,Low,High,133.57,1758172,3466,217.18,2.34,2276068,82,4566335,7.24,330602,14.36,47474,2.28,164.85,752739,1758172
339,CMP_0339_Increase_Sales,Retargeting,Increase Sales,280,Email Marketing,Education,Students,BOFU,Carousel,Tablet,North,CPM,774567,Large,55,2026-07-08,2026-09-01,Planned,92,88,Low,High,126.29,1752767,265,2922.89,2.26,3887928,64,1666591,4.66,77663,14.51,11268,9.97,464.76,774567,1752767
340,CMP_0340_Website_Traffic,App Promotion,Website Traffic,115,Google Display Ads,Fashion,Business Owners,TOFU,Story,All Devices,Central,Target ROAS,642353,Large,116,2026-08-04,2026-11-28,Planned,76,78,Medium,Medium,63.04,1047292,4468,143.77,1.63,3368970,81,3118960,2.24,69864,10.73,7496,9.19,205.95,642353,1047292
341,CMP_0341_Increase_Sales,Product Launch,Increase Sales,50,YouTube Ads,Healthcare,Families,TOFU,Video,Mobile,Central,CPM,1031845,Enterprise,45,2026-08-24,2026-10-08,Planned,85,93,Low,Medium,72.61,1781067,673,1533.2,1.73,436097,85,2378361,7.53,179090,11.41,20434,5.76,433.85,1031845,1781067
342,CMP_0342_App_Installs,Sales,App Installs,224,Email Marketing,Healthcare,Working Professionals,TOFU,Video,All Devices,North,CPM,733147,Large,34,2026-04-08,2026-05-12,Completed,88,81,Low,Medium,128.96,1678613,250,2932.59,2.29,2625767,67,3651019,2.96,108070,3.8,4106,6.78,200.81,733147,1678613
343,CMP_0343_Generate_Leads,Brand Awareness,Generate Leads,68,Facebook Ads,Healthcare,Freelancers,TOFU,Video,Desktop,South,CPM,1021449,Enterprise,83,2026-03-23,2026-06-14,Completed,92,87,Low,High,79.15,1829925,1903,536.76,1.79,3039020,62,3869458,10.02,387719,16.32,63275,2.63,263.98,1021449,1829925
344,CMP_0344_Customer_Retention,App Promotion,Customer Retention,256,LinkedIn Ads,Food Delivery,Working Professionals,TOFU,Reels,All Devices,South,CPM,138027,Medium,94,2026-08-12,2026-11-14,Planned,80,72,Medium,Medium,118.23,301216,3180,43.4,2.18,3104401,70,4963148,2.66,132019,11.08,14627,1.05,27.81,138027,301216
345,CMP_0345_Generate_Leads,Lead Generation,Generate Leads,43,Affiliate Marketing,Fashion,Students,MOFU,Video,Desktop,East,Target ROAS,599163,Large,22,2026-04-27,2026-05-19,Completed,82,84,Medium,Medium,98.71,1190596,856,699.96,1.99,2530263,88,2415796,10.68,258007,12.61,32534,2.32,248.02,599163,1190596
346,CMP_0346_Generate_Leads,Retargeting,Generate Leads,101,Facebook Ads,Healthcare,Senior Citizens,BOFU,Image,Tablet,East,CPA,1285505,Enterprise,34,2026-08-03,2026-09-06,Paused,98,99,Low,High,146.9,3173911,4302,298.82,2.47,806228,70,1692676,9.35,158265,2.73,4320,8.12,759.45,1285505,3173911
347,CMP_0347_Generate_Leads,Brand Awareness,Generate Leads,100,Google Display Ads,Finance,Freelancers,TOFU,Carousel,All Devices,West,Maximize Clicks,1460618,Enterprise,16,2026-06-18,2026-07-04,Running,88,94,Low,Medium,90.73,2785836,514,2841.67,1.91,1963972,64,589902,8.44,49787,6.8,3385,29.34,2476.04,1460618,2785836
348,CMP_0348_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,123,LinkedIn Ads,Fashion,Senior Citizens,MOFU,Video,Mobile,Central,CPC,1350144,Enterprise,51,2026-08-12,2026-10-02,Planned,87,85,Low,Medium,96.95,2659108,2754,490.25,1.97,267808,84,2894822,3.44,99581,4.81,4789,13.56,466.4,1350144,2659108
349,CMP_0349_Increase_Brand_Awareness,Sales,Increase Brand Awareness,75,Facebook Ads,Technology,Families,TOFU,Reels,All Devices,East,Maximize Clicks,1147247,Enterprise,36,2026-05-30,2026-07-05,Running,94,96,Low,High,105.83,2361378,708,1620.41,2.06,4164772,61,4379901,1.43,62632,17.95,11242,18.32,261.93,1147247,2361378
350,CMP_0350_Generate_Leads,Lead Generation,Generate Leads,249,LinkedIn Ads,Food Delivery,Students,MOFU,Reels,Mobile,Central,CPM,1268878,Enterprise,38,2026-07-12,2026-08-19,Planned,93,99,Low,High,100.9,2549175,301,4215.54,2.01,847209,72,4065975,6.01,244365,15.33,37461,5.19,312.07,1268878,2549175
351,CMP_0351_App_Installs,Product Launch,App Installs,15,Email Marketing,Healthcare,Business Owners,TOFU,Reels,All Devices,South,CPM,1429477,Enterprise,17,2026-08-19,2026-09-05,Paused,86,93,Low,Medium,95.89,2800202,4646,307.68,1.96,1770783,98,757934,5.65,42823,11.18,4787,33.38,1886.02,1429477,2800202
352,CMP_0352_Customer_Retention,Sales,Customer Retention,219,Instagram Ads,Food Delivery,Working Professionals,TOFU,Carousel,Mobile,North,CPA,1228424,Enterprise,20,2026-06-24,2026-07-14,Running,90,91,Low,High,127.14,2790242,4221,291.03,2.27,1074763,67,257710,2.43,6262,10.8,676,196.17,4766.69,1228424,2790242
353,CMP_0353_Website_Traffic,App Promotion,Website Traffic,246,Affiliate Marketing,Technology,Students,TOFU,Reels,Tablet,Central,CPA,1400477,Enterprise,30,2026-08-25,2026-09-24,Paused,100,96,Low,High,134.37,3282297,1576,888.63,2.34,507939,77,1986341,11.43,227038,13.93,31626,6.17,705.05,1400477,3282297
354,CMP_0354_App_Installs,Lead Generation,App Installs,149,LinkedIn Ads,Technology,Working Professionals,MOFU,Reels,All Devices,South,Maximize Clicks,925685,Large,98,2026-04-27,2026-08-03,Running,88,88,Low,Medium,126.2,2093899,2842,325.72,2.26,4011887,90,1910661,10.29,196607,14.92,29333,4.71,484.48,925685,2093899
355,CMP_0355_Customer_Retention,App Promotion,Customer Retention,136,Google Search Ads,Food Delivery,Freelancers,TOFU,Story,Tablet,East,CPM,1350110,Enterprise,120,2026-03-05,2026-07-03,Running,98,91,Low,High,90.09,2566424,4685,288.18,1.9,4232052,62,2522452,8.89,224245,8.8,19733,6.02,535.24,1350110,2566424
356,CMP_0356_Customer_Retention,Product Launch,Customer Retention,114,LinkedIn Ads,Healthcare,Business Owners,TOFU,Carousel,Desktop,Central,CPC,988261,Large,33,2026-06-06,2026-07-09,Running,83,87,Medium,Medium,73.67,1716312,2045,483.26,1.74,291490,62,2378342,11.35,269941,8.67,23403,3.66,415.53,988261,1716312
357,CMP_0357_Increase_Sales,Brand Awareness,Increase Sales,240,Email Marketing,Healthcare,Working Professionals,TOFU,Image,All Devices,Central,Target ROAS,251905,Medium,21,2026-08-02,2026-08-23,Planned,75,75,Medium,Medium,90.11,478896,631,399.22,1.9,3469403,69,2190334,4.15,90898,14.28,12980,2.77,115.01,251905,478896
358,CMP_0358_Generate_Leads,Brand Awareness,Generate Leads,196,LinkedIn Ads,Fashion,Students,TOFU,Reels,Desktop,East,CPC,1087257,Enterprise,52,2026-08-19,2026-10-10,Paused,90,87,Low,High,92.62,2094274,2041,532.71,1.93,319075,74,914052,10.21,93324,15.8,14745,11.65,1189.49,1087257,2094274
359,CMP_0359_App_Installs,Brand Awareness,App Installs,295,Google Display Ads,Technology,Working Professionals,TOFU,Image,Tablet,East,CPA,1120470,Enterprise,33,2026-07-15,2026-08-17,Planned,97,94,Low,High,142.09,2712545,4810,232.95,2.42,4331803,71,4573452,4.71,215409,10.79,23242,5.2,244.99,1120470,2712545
360,CMP_0360_Generate_Leads,Retargeting,Generate Leads,109,Google Search Ads,Travel,Students,BOFU,Story,All Devices,East,Target ROAS,395922,Medium,114,2025-12-15,2026-04-08,Completed,68,60,High,Low,71.51,679045,4820,82.14,1.72,4722445,100,2263145,11.36,257093,9.91,25477,1.54,174.94,395922,679045
361,CMP_0361_Website_Traffic,App Promotion,Website Traffic,191,YouTube Ads,Healthcare,Families,TOFU,Video,Tablet,South,CPM,488754,Medium,112,2026-08-28,2026-12-18,Planned,88,93,Low,Medium,101.67,985670,4201,116.34,2.02,4273653,61,2756249,3.76,103634,13.84,14342,4.72,177.33,488754,985670
362,CMP_0362_Website_Traffic,Sales,Website Traffic,176,Instagram Ads,E-Commerce,Working Professionals,TOFU,Image,All Devices,West,CPM,1005644,Enterprise,63,2026-06-14,2026-08-16,Running,88,83,Low,Medium,82.65,1836808,808,1244.61,1.83,2670506,68,1284032,4.08,52388,14.89,7800,19.2,783.19,1005644,1836808
363,CMP_0363_Increase_Sales,App Promotion,Increase Sales,195,Instagram Ads,E-Commerce,Students,TOFU,Story,All Devices,Central,CPA,79154,Small,25,2026-06-07,2026-07-02,Running,50,48,High,Low,45.6,115248,2417,32.75,1.46,4305262,75,287402,9.32,26785,8.04,2153,2.96,275.41,79154,115248
364,CMP_0364_Customer_Retention,Lead Generation,Customer Retention,205,Email Marketing,Fashion,Freelancers,MOFU,Image,All Devices,Central,CPC,933437,Large,100,2026-05-12,2026-08-20,Running,95,99,Low,High,114.07,1998208,3364,277.48,2.14,4757312,79,3240756,6.03,195417,15.18,29664,4.78,288.03,933437,1998208
365,CMP_0365_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,263,LinkedIn Ads,Travel,Business Owners,TOFU,Carousel,Mobile,East,Maximize Clicks,1254585,Enterprise,49,2026-07-14,2026-09-01,Paused,92,85,Low,High,88.16,2360627,4444,282.31,1.88,769311,94,4279561,6.75,288870,1.91,5517,4.34,293.16,1254585,2360627
366,CMP_0366_Increase_Brand_Awareness,Sales,Increase Brand Awareness,186,Instagram Ads,Healthcare,Students,TOFU,Story,Tablet,South,Maximize Clicks,348254,Medium,64,2026-04-20,2026-06-23,Completed,62,64,High,Low,55.9,542927,2690,129.46,1.56,1654824,63,2702457,4.78,129177,10.52,13589,2.7,128.87,348254,542927
367,CMP_0367_Increase_Sales,Sales,Increase Sales,103,Facebook Ads,Education,Students,TOFU,Story,Mobile,North,CPM,982126,Large,90,2026-08-24,2026-11-22,Planned,84,88,Medium,Medium,124.63,2206149,2496,393.48,2.25,1428645,77,2462137,7.63,187861,5.13,9637,5.23,398.89,982126,2206149
368,CMP_0368_App_Installs,Sales,App Installs,295,LinkedIn Ads,Technology,Families,TOFU,Reels,Mobile,East,CPM,1456861,Enterprise,46,2026-06-16,2026-08-01,Running,90,92,Low,High,72.05,2506529,4385,332.24,1.72,4117135,60,4010460,7.42,297576,5.37,15979,4.9,363.27,1456861,2506529
369,CMP_0369_Generate_Leads,Retargeting,Generate Leads,28,YouTube Ads,Travel,Business Owners,BOFU,Video,Desktop,South,CPC,464575,Medium,86,2026-07-30,2026-10-24,Paused,60,55,High,Low,79.91,835816,4863,95.53,1.8,666038,75,1090291,1.62,17662,3.87,683,26.3,426.1,464575,835816
370,CMP_0370_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,80,Google Search Ads,E-Commerce,Freelancers,MOFU,Reels,All Devices,Central,Maximize Clicks,1315728,Enterprise,57,2026-02-17,2026-04-15,Completed,96,89,Low,High,90.43,2505540,2265,580.9,1.9,2647669,94,848079,3.89,32990,6.61,2180,39.88,1551.42,1315728,2505540
371,CMP_0371_Customer_Retention,Sales,Customer Retention,45,Instagram Ads,Food Delivery,Students,TOFU,Reels,All Devices,West,CPC,537682,Large,24,2026-06-06,2026-06-30,Running,92,94,Low,High,87.42,1007723,3118,172.44,1.87,2192657,93,2352193,10.13,238277,9.88,23541,2.26,228.59,537682,1007723
372,CMP_0372_Website_Traffic,App Promotion,Website Traffic,88,Affiliate Marketing,Finance,Senior Citizens,TOFU,Image,All Devices,East,Target ROAS,1032829,Enterprise,37,2026-04-30,2026-06-06,Completed,92,95,Low,High,86.47,1925916,3449,299.46,1.86,4804015,86,560611,11.88,66600,15.57,10369,15.51,1842.33,1032829,1925916
373,CMP_0373_Website_Traffic,Product Launch,Website Traffic,218,Google Search Ads,Fashion,Families,TOFU,Story,Desktop,North,CPA,247916,Medium,61,2026-08-12,2026-10-12,Paused,81,83,Medium,Medium,66.85,413647,2016,122.97,1.67,3645759,88,3201252,7.69,246176,16.23,39954,1.01,77.44,247916,413647
374,CMP_0374_Website_Traffic,Lead Generation,Website Traffic,145,Instagram Ads,Travel,Business Owners,MOFU,Carousel,All Devices,East,CPA,297256,Medium,60,2026-08-25,2026-10-24,Paused,90,82,Low,High,76.72,525310,1645,180.7,1.77,2067593,67,3406296,11.95,407052,14.07,57272,0.73,87.27,297256,525310
375,CMP_0375_App_Installs,Sales,App Installs,122,Google Display Ads,Healthcare,Families,TOFU,Carousel,Mobile,South,CPC,686238,Large,49,2026-06-14,2026-08-02,Running,90,93,Low,High,99.61,1369799,4382,156.6,2.0,4057791,60,790710,11.5,90931,9.94,9038,7.55,867.88,686238,1369799
376,CMP_0376_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,91,Facebook Ads,Healthcare,Freelancers,TOFU,Story,Desktop,South,Maximize Clicks,516407,Large,118,2026-06-08,2026-10-04,Running,78,80,Medium,Medium,78.4,921270,3009,171.62,1.78,4362017,97,744678,1.26,9382,2.32,217,55.04,693.46,516407,921270
377,CMP_0377_Increase_Sales,Lead Generation,Increase Sales,100,YouTube Ads,Food Delivery,Senior Citizens,MOFU,Carousel,Desktop,Central,CPA,1051848,Enterprise,19,2026-04-03,2026-04-22,Completed,92,85,Low,High,95.43,2055626,2459,427.75,1.95,2812540,78,4133705,2.75,113676,1.81,2057,9.25,254.46,1051848,2055626
378,CMP_0378_Generate_Leads,Product Launch,Generate Leads,112,Facebook Ads,Food Delivery,Senior Citizens,TOFU,Video,Desktop,Central,Target ROAS,498009,Medium,22,2026-07-28,2026-08-19,Planned,78,82,Medium,Medium,111.6,1053787,1982,251.27,2.12,1775805,62,4976031,3.87,192572,11.25,21664,2.59,100.08,498009,1053787
379,CMP_0379_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,176,Instagram Ads,Food Delivery,Students,BOFU,Image,All Devices,North,CPM,154026,Medium,116,2026-08-19,2026-12-13,Paused,73,74,Medium,Medium,65.51,254928,535,287.9,1.66,3716443,64,1082121,10.18,110159,15.24,16788,1.4,142.34,154026,254928
380,CMP_0380_Website_Traffic,App Promotion,Website Traffic,265,Affiliate Marketing,Fashion,Students,TOFU,Story,All Devices,West,Target ROAS,1168495,Enterprise,110,2026-07-11,2026-10-29,Planned,90,87,Low,High,90.17,2222126,847,1379.57,1.9,4293069,98,1041642,1.12,11666,6.46,753,100.16,1121.78,1168495,2222126
381,CMP_0381_Customer_Retention,Brand Awareness,Customer Retention,121,Facebook Ads,Healthcare,Business Owners,TOFU,Video,All Devices,West,CPA,1290230,Enterprise,29,2026-06-14,2026-07-13,Running,87,84,Low,Medium,76.18,2273127,4700,274.52,1.76,3032388,75,3869894,9.73,376540,10.49,39499,3.43,333.4,1290230,2273127
382,CMP_0382_Generate_Leads,Retargeting,Generate Leads,26,Google Display Ads,Travel,Students,BOFU,Carousel,Desktop,South,Maximize Clicks,878027,Large,107,2026-07-09,2026-10-24,Paused,77,78,Medium,Medium,86.02,1633305,3896,225.37,1.86,4873709,73,2628191,10.09,265184,15.86,42058,3.31,334.08,878027,1633305
383,CMP_0383_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,166,LinkedIn Ads,Finance,Business Owners,TOFU,Image,All Devices,East,Maximize Clicks,674450,Large,111,2026-03-02,2026-06-21,Completed,76,84,Medium,Medium,65.47,1116012,2982,226.17,1.65,2647143,93,2085805,7.09,147883,8.94,13220,4.56,323.35,674450,1116012
384,CMP_0384_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,29,Facebook Ads,Fashion,Students,TOFU,Carousel,Tablet,North,CPC,681913,Large,106,2026-02-12,2026-05-29,Completed,81,88,Medium,Medium,105.62,1402149,4304,158.44,2.06,2063025,83,3265946,3.69,120513,8.26,9954,5.66,208.79,681913,1402149
385,CMP_0385_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,191,Facebook Ads,Finance,Freelancers,BOFU,Image,Mobile,West,CPA,424564,Medium,49,2026-08-15,2026-10-03,Paused,82,84,Medium,Medium,115.58,915275,4382,96.89,2.16,3504585,80,4360207,1.46,63659,15.38,9790,6.67,97.37,424564,915275
386,CMP_0386_App_Installs,App Promotion,App Installs,49,Google Display Ads,Healthcare,Families,TOFU,Carousel,Desktop,North,CPA,905389,Large,106,2026-05-06,2026-08-20,Running,76,82,Medium,Medium,63.4,1479405,2062,439.08,1.63,4354464,87,4897362,8.56,419214,10.99,46071,2.16,184.87,905389,1479405
387,CMP_0387_Website_Traffic,Product Launch,Website Traffic,188,Facebook Ads,Travel,Working Professionals,TOFU,Video,Desktop,West,Maximize Clicks,1463637,Enterprise,103,2026-08-27,2026-12-08,Planned,88,89,Low,Medium,113.78,3128963,1844,793.73,2.14,3809821,86,1553707,3.15,48941,15.03,7355,29.91,942.03,1463637,3128963
388,CMP_0388_Increase_Sales,App Promotion,Increase Sales,192,Google Search Ads,Healthcare,Families,TOFU,Carousel,Desktop,East,Maximize Clicks,972956,Large,88,2026-08-15,2026-11-11,Paused,95,91,Low,High,98.33,1929663,4222,230.45,1.98,4997642,72,2629243,5.0,131462,2.09,2747,7.4,370.05,972956,1929663
389,CMP_0389_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,44,Instagram Ads,E-Commerce,Working Professionals,MOFU,Story,All Devices,South,CPA,651004,Large,22,2026-06-22,2026-07-14,Running,76,68,Medium,Medium,108.06,1354478,4392,148.22,2.08,1623971,65,2545449,6.71,170799,4.21,7190,3.81,255.75,651004,1354478
390,CMP_0390_Generate_Leads,Retargeting,Generate Leads,126,Email Marketing,Healthcare,Families,BOFU,Reels,Desktop,Central,Maximize Clicks,1088384,Enterprise,45,2026-07-09,2026-08-23,Planned,88,95,Low,Medium,90.81,2076745,4146,262.51,1.91,161373,92,1318253,10.94,144216,2.77,3994,7.55,825.63,1088384,2076745
391,CMP_0391_Website_Traffic,Sales,Website Traffic,243,Affiliate Marketing,Fashion,Business Owners,TOFU,Reels,Desktop,South,Maximize Clicks,751799,Large,97,2026-06-16,2026-09-21,Running,94,86,Low,High,102.94,1525700,2712,277.21,2.03,3222610,63,1450757,7.29,105760,9.35,9888,7.11,518.21,751799,1525700
392,CMP_0392_App_Installs,Product Launch,App Installs,88,Instagram Ads,Finance,Working Professionals,TOFU,Video,Mobile,Central,Target ROAS,561151,Large,101,2026-08-14,2026-11-23,Planned,92,89,Low,High,111.57,1187227,1075,522.0,2.12,1316363,94,2822648,2.15,60686,2.59,1571,9.25,198.8,561151,1187227
393,CMP_0393_Customer_Retention,Lead Generation,Customer Retention,232,YouTube Ads,Technology,Students,MOFU,Video,Desktop,Central,CPA,959581,Large,114,2026-06-09,2026-10-01,Running,89,83,Low,Medium,102.78,1945838,3098,309.74,2.03,1682085,70,620944,11.43,70973,12.96,9198,13.52,1545.36,959581,1945838
394,CMP_0394_Generate_Leads,Brand Awareness,Generate Leads,42,Instagram Ads,Travel,Families,TOFU,Reels,Desktop,West,CPA,1465366,Enterprise,78,2026-07-09,2026-09-25,Planned,88,91,Low,Medium,119.51,3216624,497,2948.42,2.2,2958665,93,2143931,8.37,179447,16.96,30434,8.17,683.49,1465366,3216624
395,CMP_0395_Customer_Retention,Sales,Customer Retention,300,Facebook Ads,Finance,Freelancers,TOFU,Reels,All Devices,South,CPM,1381128,Enterprise,84,2026-08-24,2026-11-16,Planned,95,99,Low,High,119.31,3028951,1191,1159.64,2.19,3035941,71,2643499,4.39,116049,6.1,7078,11.9,522.46,1381128,3028951
396,CMP_0396_App_Installs,App Promotion,App Installs,82,YouTube Ads,Travel,Families,TOFU,Video,Mobile,West,Target ROAS,713811,Large,18,2026-06-24,2026-07-12,Running,80,85,Medium,Medium,117.45,1552182,134,5326.95,2.17,4843815,85,4984450,7.92,394768,15.1,59609,1.81,143.21,713811,1552182
