Campaign_ID,Campaign_Name,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Start_Date,End_Date,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Conversion_Rate,Spend,Revenue,CPC,CPM,ROAS,ROI,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
348,CMP_0348_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,123,LinkedIn Ads,Fashion,Senior Citizens,MOFU,Video,Mobile,Central,CPC,1350144,Enterprise,51,2026-08-12,2026-10-02,Planned,87,85,Low,Medium,96.95,2659108,2754,490.25,1.97,267808,84,2894822,99581,4789,3.44,4.81,1350144,2659108,13.56,466.4,1.97,96.95,9.68,46.75,143,1
349,CMP_0349_Increase_Brand_Awareness,Sales,Increase Brand Awareness,75,Facebook Ads,Technology,Families,TOFU,Reels,All Devices,East,Maximize Clicks,1147247,Enterprise,36,2026-05-30,2026-07-05,Running,94,96,Low,High,105.83,2361378,708,1620.41,2.06,4164772,61,4379901,62632,11242,1.43,17.95,1147247,2361378,18.32,261.93,2.06,105.83,11.88,27.32,400,1
350,CMP_0350_Generate_Leads,Lead Generation,Generate Leads,249,LinkedIn Ads,Food Delivery,Students,MOFU,Reels,Mobile,Central,CPM,1268878,Enterprise,38,2026-07-12,2026-08-19,Planned,93,99,Low,High,100.9,2549175,301,4215.54,2.01,847209,72,4065975,244365,37461,6.01,15.33,1268878,2549175,5.19,312.07,2.01,100.9,14.14,24.03,496,1
351,CMP_0351_App_Installs,Product Launch,App Installs,15,Email Marketing,Healthcare,Business Owners,TOFU,Reels,All Devices,South,CPM,1429477,Enterprise,17,2026-08-19,2026-09-05,Paused,86,93,Low,Medium,95.89,2800202,4646,307.68,1.96,1770783,98,757934,42823,4787,5.65,11.18,1429477,2800202,33.38,1886.02,1.96,95.89,8.92,57.37,197,1
352,CMP_0352_Customer_Retention,Sales,Customer Retention,219,Instagram Ads,Food Delivery,Working Professionals,TOFU,Carousel,Mobile,North,CPA,1228424,Enterprise,20,2026-06-24,2026-07-14,Running,90,91,Low,High,127.14,2790242,4221,291.03,2.27,1074763,67,257710,6262,676,2.43,10.8,1228424,2790242,196.17,4766.69,2.27,127.14,11.56,32.17,64,1
353,CMP_0353_Website_Traffic,App Promotion,Website Traffic,246,Affiliate Marketing,Technology,Students,TOFU,Reels,Tablet,Central,CPA,1400477,Enterprise,30,2026-08-25,2026-09-24,Paused,100,96,Low,High,134.37,3282297,1576,888.63,2.34,507939,77,1986341,227038,31626,11.43,13.93,1400477,3282297,6.17,705.05,2.34,134.37,9.19,51.1,248,1
354,CMP_0354_App_Installs,Lead Generation,App Installs,149,LinkedIn Ads,Technology,Working Professionals,MOFU,Reels,All Devices,South,Maximize Clicks,925685,Large,98,2026-04-27,2026-08-03,Running,88,88,Low,Medium,126.2,2093899,2842,325.72,2.26,4011887,90,1910661,196607,29333,10.29,14.92,925685,2093899,4.71,484.48,2.26,126.2,4.78,45.26,435,1
355,CMP_0355_Customer_Retention,App Promotion,Customer Retention,136,Google Search Ads,Food Delivery,Freelancers,TOFU,Story,Tablet,East,CPM,1350110,Enterprise,120,2026-03-05,2026-07-03,Running,98,91,Low,High,90.09,2566424,4685,288.18,1.9,4232052,62,2522452,224245,19733,8.89,8.8,1350110,2566424,6.02,535.24,1.9,90.09,17.44,20.48,490,0
356,CMP_0356_Customer_Retention,Product Launch,Customer Retention,114,LinkedIn Ads,Healthcare,Business Owners,TOFU,Carousel,Desktop,Central,CPC,988261,Large,33,2026-06-06,2026-07-09,Running,83,87,Medium,Medium,73.67,1716312,2045,483.26,1.74,291490,62,2378342,269941,23403,11.35,8.67,988261,1716312,3.66,415.53,1.74,73.67,15.62,28.82,358,0
357,CMP_0357_Increase_Sales,Brand Awareness,Increase Sales,240,Email Marketing,Healthcare,Working Professionals,TOFU,Image,All Devices,Central,Target ROAS,251905,Medium,21,2026-08-02,2026-08-23,Planned,75,75,Medium,Medium,90.11,478896,631,399.22,1.9,3469403,69,2190334,90898,12980,4.15,14.28,251905,478896,2.77,115.01,1.9,90.11,9.51,33.55,459,1
358,CMP_0358_Generate_Leads,Brand Awareness,Generate Leads,196,LinkedIn Ads,Fashion,Students,TOFU,Reels,Desktop,East,CPC,1087257,Enterprise,52,2026-08-19,2026-10-10,Paused,90,87,Low,High,92.62,2094274,2041,532.71,1.93,319075,74,914052,93324,14745,10.21,15.8,1087257,2094274,11.65,1189.49,1.93,92.62,6.41,58.69,390,1
359,CMP_0359_App_Installs,Brand Awareness,App Installs,295,Google Display Ads,Technology,Working Professionals,TOFU,Image,Tablet,East,CPA,1120470,Enterprise,33,2026-07-15,2026-08-17,Planned,97,94,Low,High,142.09,2712545,4810,232.95,2.42,4331803,71,4573452,215409,23242,4.71,10.79,1120470,2712545,5.2,244.99,2.42,142.09,5.11,57.65,484,1
360,CMP_0360_Generate_Leads,Retargeting,Generate Leads,109,Google Search Ads,Travel,Students,BOFU,Story,All Devices,East,Target ROAS,395922,Medium,114,2025-12-15,2026-04-08,Completed,68,60,High,Low,71.51,679045,4820,82.14,1.72,4722445,100,2263145,257093,25477,11.36,9.91,395922,679045,1.54,174.94,1.72,71.51,4.27,48.91,267,1
361,CMP_0361_Website_Traffic,App Promotion,Website Traffic,191,YouTube Ads,Healthcare,Families,TOFU,Video,Tablet,South,CPM,488754,Medium,112,2026-08-28,2026-12-18,Planned,88,93,Low,Medium,101.67,985670,4201,116.34,2.02,4273653,61,2756249,103634,14342,3.76,13.84,488754,985670,4.72,177.33,2.02,101.67,7.86,46.15,86,1
362,CMP_0362_Website_Traffic,Sales,Website Traffic,176,Instagram Ads,E-Commerce,Working Professionals,TOFU,Image,All Devices,West,CPM,1005644,Enterprise,63,2026-06-14,2026-08-16,Running,88,83,Low,Medium,82.65,1836808,808,1244.61,1.83,2670506,68,1284032,52388,7800,4.08,14.89,1005644,1836808,19.2,783.19,1.83,82.65,7.26,66.04,167,1
363,CMP_0363_Increase_Sales,App Promotion,Increase Sales,195,Instagram Ads,E-Commerce,Students,TOFU,Story,All Devices,Central,CPA,79154,Small,25,2026-06-07,2026-07-02,Running,50,48,High,Low,45.6,115248,2417,32.75,1.46,4305262,75,287402,26785,2153,9.32,8.04,79154,115248,2.96,275.41,1.46,45.6,6.88,25.07,171,0
364,CMP_0364_Customer_Retention,Lead Generation,Customer Retention,205,Email Marketing,Fashion,Freelancers,MOFU,Image,All Devices,Central,CPC,933437,Large,100,2026-05-12,2026-08-20,Running,95,99,Low,High,114.07,1998208,3364,277.48,2.14,4757312,79,3240756,195417,29664,6.03,15.18,933437,1998208,4.78,288.03,2.14,114.07,17.39,23.93,352,1
365,CMP_0365_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,263,LinkedIn Ads,Travel,Business Owners,TOFU,Carousel,Mobile,East,Maximize Clicks,1254585,Enterprise,49,2026-07-14,2026-09-01,Paused,92,85,Low,High,88.16,2360627,4444,282.31,1.88,769311,94,4279561,288870,5517,6.75,1.91,1254585,2360627,4.34,293.16,1.88,88.16,4.19,36.44,447,0
366,CMP_0366_Increase_Brand_Awareness,Sales,Increase Brand Awareness,186,Instagram Ads,Healthcare,Students,TOFU,Story,Tablet,South,Maximize Clicks,348254,Medium,64,2026-04-20,2026-06-23,Completed,62,64,High,Low,55.9,542927,2690,129.46,1.56,1654824,63,2702457,129177,13589,4.78,10.52,348254,542927,2.7,128.87,1.56,55.9,14.72,44.1,284,1
367,CMP_0367_Increase_Sales,Sales,Increase Sales,103,Facebook Ads,Education,Students,TOFU,Story,Mobile,North,CPM,982126,Large,90,2026-08-24,2026-11-22,Planned,84,88,Medium,Medium,124.63,2206149,2496,393.48,2.25,1428645,77,2462137,187861,9637,7.63,5.13,982126,2206149,5.23,398.89,2.25,124.63,5.68,33.2,483,1
368,CMP_0368_App_Installs,Sales,App Installs,295,LinkedIn Ads,Technology,Families,TOFU,Reels,Mobile,East,CPM,1456861,Enterprise,46,2026-06-16,2026-08-01,Running,90,92,Low,High,72.05,2506529,4385,332.24,1.72,4117135,60,4010460,297576,15979,7.42,5.37,1456861,2506529,4.9,363.27,1.72,72.05,15.58,41.26,429,0
369,CMP_0369_Generate_Leads,Retargeting,Generate Leads,28,YouTube Ads,Travel,Business Owners,BOFU,Video,Desktop,South,CPC,464575,Medium,86,2026-07-30,2026-10-24,Paused,60,55,High,Low,79.91,835816,4863,95.53,1.8,666038,75,1090291,17662,683,1.62,3.87,464575,835816,26.3,426.1,1.8,79.91,16.74,28.8,427,0
370,CMP_0370_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,80,Google Search Ads,E-Commerce,Freelancers,MOFU,Reels,All Devices,Central,Maximize Clicks,1315728,Enterprise,57,2026-02-17,2026-04-15,Completed,96,89,Low,High,90.43,2505540,2265,580.9,1.9,2647669,94,848079,32990,2180,3.89,6.61,1315728,2505540,39.88,1551.42,1.9,90.43,7.8,21.98,285,0
371,CMP_0371_Customer_Retention,Sales,Customer Retention,45,Instagram Ads,Food Delivery,Students,TOFU,Reels,All Devices,West,CPC,537682,Large,24,2026-06-06,2026-06-30,Running,92,94,Low,High,87.42,1007723,3118,172.44,1.87,2192657,93,2352193,238277,23541,10.13,9.88,537682,1007723,2.26,228.59,1.87,87.42,7.3,58.17,150,1
372,CMP_0372_Website_Traffic,App Promotion,Website Traffic,88,Affiliate Marketing,Finance,Senior Citizens,TOFU,Image,All Devices,East,Target ROAS,1032829,Enterprise,37,2026-04-30,2026-06-06,Completed,92,95,Low,High,86.47,1925916,3449,299.46,1.86,4804015,86,560611,66600,10369,11.88,15.57,1032829,1925916,15.51,1842.33,1.86,86.47,15.08,21.02,395,1
373,CMP_0373_Website_Traffic,Product Launch,Website Traffic,218,Google Search Ads,Fashion,Families,TOFU,Story,Desktop,North,CPA,247916,Medium,61,2026-08-12,2026-10-12,Paused,81,83,Medium,Medium,66.85,413647,2016,122.97,1.67,3645759,88,3201252,246176,39954,7.69,16.23,247916,413647,1.01,77.44,1.67,66.85,5.29,39.37,410,1
374,CMP_0374_Website_Traffic,Lead Generation,Website Traffic,145,Instagram Ads,Travel,Business Owners,MOFU,Carousel,All Devices,East,CPA,297256,Medium,60,2026-08-25,2026-10-24,Paused,90,82,Low,High,76.72,525310,1645,180.7,1.77,2067593,67,3406296,407052,57272,11.95,14.07,297256,525310,0.73,87.27,1.77,76.72,17.08,59.58,350,1
375,CMP_0375_App_Installs,Sales,App Installs,122,Google Display Ads,Healthcare,Families,TOFU,Carousel,Mobile,South,CPC,686238,Large,49,2026-06-14,2026-08-02,Running,90,93,Low,High,99.61,1369799,4382,156.6,2.0,4057791,60,790710,90931,9038,11.5,9.94,686238,1369799,7.55,867.88,2.0,99.61,2.78,31.34,238,1
376,CMP_0376_Increase_Brand_Awareness,App Promotion,Increase Brand Awareness,91,Facebook Ads,Healthcare,Freelancers,TOFU,Story,Desktop,South,Maximize Clicks,516407,Large,118,2026-06-08,2026-10-04,Running,78,80,Medium,Medium,78.4,921270,3009,171.62,1.78,4362017,97,744678,9382,217,1.26,2.31,516407,921270,55.04,693.46,1.78,78.4,16.72,58.3,365,0
377,CMP_0377_Increase_Sales,Lead Generation,Increase Sales,100,YouTube Ads,Food Delivery,Senior Citizens,MOFU,Carousel,Desktop,Central,CPA,1051848,Enterprise,19,2026-04-03,2026-04-22,Completed,92,85,Low,High,95.43,2055626,2459,427.75,1.95,2812540,78,4133705,113676,2057,2.75,1.81,1051848,2055626,9.25,254.46,1.95,95.43,6.31,34.65,93,1
378,CMP_0378_Generate_Leads,Product Launch,Generate Leads,112,Facebook Ads,Food Delivery,Senior Citizens,TOFU,Video,Desktop,Central,Target ROAS,498009,Medium,22,2026-07-28,2026-08-19,Planned,78,82,Medium,Medium,111.6,1053787,1982,251.27,2.12,1775805,62,4976031,192572,21664,3.87,11.25,498009,1053787,2.59,100.08,2.12,111.6,16.97,28.31,223,1
379,CMP_0379_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,176,Instagram Ads,Food Delivery,Students,BOFU,Image,All Devices,North,CPM,154026,Medium,116,2026-08-19,2026-12-13,Paused,73,74,Medium,Medium,65.51,254928,535,287.9,1.66,3716443,64,1082121,110159,16788,10.18,15.24,154026,254928,1.4,142.34,1.66,65.51,7.5,44.63,450,1
380,CMP_0380_Website_Traffic,App Promotion,Website Traffic,265,Affiliate Marketing,Fashion,Students,TOFU,Story,All Devices,West,Target ROAS,1168495,Enterprise,110,2026-07-11,2026-10-29,Planned,90,87,Low,High,90.17,2222126,847,1379.57,1.9,4293069,98,1041642,11666,753,1.12,6.45,1168495,2222126,100.16,1121.78,1.9,90.17,5.67,43.69,182,0
381,CMP_0381_Customer_Retention,Brand Awareness,Customer Retention,121,Facebook Ads,Healthcare,Business Owners,TOFU,Video,All Devices,West,CPA,1290230,Enterprise,29,2026-06-14,2026-07-13,Running,87,84,Low,Medium,76.18,2273127,4700,274.52,1.76,3032388,75,3869894,376540,39499,9.73,10.49,1290230,2273127,3.43,333.4,1.76,76.18,10.67,50.32,153,1
382,CMP_0382_Generate_Leads,Retargeting,Generate Leads,26,Google Display Ads,Travel,Students,BOFU,Carousel,Desktop,South,Maximize Clicks,878027,Large,107,2026-07-09,2026-10-24,Paused,77,78,Medium,Medium,86.02,1633305,3896,225.37,1.86,4873709,73,2628191,265184,42058,10.09,15.86,878027,1633305,3.31,334.08,1.86,86.02,13.01,24.49,310,1
383,CMP_0383_Increase_Brand_Awareness,Brand Awareness,Increase Brand Awareness,166,LinkedIn Ads,Finance,Business Owners,TOFU,Image,All Devices,East,Maximize Clicks,674450,Large,111,2026-03-02,2026-06-21,Completed,76,84,Medium,Medium,65.47,1116012,2982,226.17,1.65,2647143,93,2085805,147883,13220,7.09,8.94,674450,1116012,4.56,323.35,1.65,65.47,5.51,31.83,212,0
384,CMP_0384_Increase_Brand_Awareness,Product Launch,Increase Brand Awareness,29,Facebook Ads,Fashion,Students,TOFU,Carousel,Tablet,North,CPC,681913,Large,106,2026-02-12,2026-05-29,Completed,81,88,Medium,Medium,105.62,1402149,4304,158.44,2.06,2063025,83,3265946,120513,9954,3.69,8.26,681913,1402149,5.66,208.79,2.06,105.62,5.99,69.35,306,1
385,CMP_0385_Increase_Brand_Awareness,Retargeting,Increase Brand Awareness,191,Facebook Ads,Finance,Freelancers,BOFU,Image,Mobile,West,CPA,424564,Medium,49,2026-08-15,2026-10-03,Paused,82,84,Medium,Medium,115.58,915275,4382,96.89,2.16,3504585,80,4360207,63659,9790,1.46,15.38,424564,915275,6.67,97.37,2.16,115.58,11.34,41.82,31,1
386,CMP_0386_App_Installs,App Promotion,App Installs,49,Google Display Ads,Healthcare,Families,TOFU,Carousel,Desktop,North,CPA,905389,Large,106,2026-05-06,2026-08-20,Running,76,82,Medium,Medium,63.4,1479405,2062,439.08,1.63,4354464,87,4897362,419214,46071,8.56,10.99,905389,1479405,2.16,184.87,1.63,63.4,13.28,65.14,377,1
387,CMP_0387_Website_Traffic,Product Launch,Website Traffic,188,Facebook Ads,Travel,Working Professionals,TOFU,Video,Desktop,West,Maximize Clicks,1463637,Enterprise,103,2026-08-27,2026-12-08,Planned,88,89,Low,Medium,113.78,3128963,1844,793.73,2.14,3809821,86,1553707,48941,7355,3.15,15.03,1463637,3128963,29.91,942.03,2.14,113.78,15.62,56.41,419,1
388,CMP_0388_Increase_Sales,App Promotion,Increase Sales,192,Google Search Ads,Healthcare,Families,TOFU,Carousel,Desktop,East,Maximize Clicks,972956,Large,88,2026-08-15,2026-11-11,Paused,95,91,Low,High,98.33,1929663,4222,230.45,1.98,4997642,72,2629243,131462,2747,5.0,2.09,972956,1929663,7.4,370.05,1.98,98.33,2.88,34.99,253,1
389,CMP_0389_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,44,Instagram Ads,E-Commerce,Working Professionals,MOFU,Story,All Devices,South,CPA,651004,Large,22,2026-06-22,2026-07-14,Running,76,68,Medium,Medium,108.06,1354478,4392,148.22,2.08,1623971,65,2545449,170799,7190,6.71,4.21,651004,1354478,3.81,255.75,2.08,108.06,9.15,67.49,423,1
390,CMP_0390_Generate_Leads,Retargeting,Generate Leads,126,Email Marketing,Healthcare,Families,BOFU,Reels,Desktop,Central,Maximize Clicks,1088384,Enterprise,45,2026-07-09,2026-08-23,Planned,88,95,Low,Medium,90.81,2076745,4146,262.51,1.91,161373,92,1318253,144216,3994,10.94,2.77,1088384,2076745,7.55,825.63,1.91,90.81,9.2,28.4,94,0
391,CMP_0391_Website_Traffic,Sales,Website Traffic,243,Affiliate Marketing,Fashion,Business Owners,TOFU,Reels,Desktop,South,Maximize Clicks,751799,Large,97,2026-06-16,2026-09-21,Running,94,86,Low,High,102.94,1525700,2712,277.21,2.03,3222610,63,1450757,105760,9888,7.29,9.35,751799,1525700,7.11,518.21,2.03,102.94,12.87,47.8,146,1
392,CMP_0392_App_Installs,Product Launch,App Installs,88,Instagram Ads,Finance,Working Professionals,TOFU,Video,Mobile,Central,Target ROAS,561151,Large,101,2026-08-14,2026-11-23,Planned,92,89,Low,High,111.57,1187227,1075,522.0,2.12,1316363,94,2822648,60686,1571,2.15,2.59,561151,1187227,9.25,198.8,2.12,111.57,7.85,46.74,451,1
393,CMP_0393_Customer_Retention,Lead Generation,Customer Retention,232,YouTube Ads,Technology,Students,MOFU,Video,Desktop,Central,CPA,959581,Large,114,2026-06-09,2026-10-01,Running,89,83,Low,Medium,102.78,1945838,3098,309.74,2.03,1682085,70,620944,70973,9198,11.43,12.96,959581,1945838,13.52,1545.36,2.03,102.78,7.69,34.82,172,1
394,CMP_0394_Generate_Leads,Brand Awareness,Generate Leads,42,Instagram Ads,Travel,Families,TOFU,Reels,Desktop,West,CPA,1465366,Enterprise,78,2026-07-09,2026-09-25,Planned,88,91,Low,Medium,119.51,3216624,497,2948.42,2.2,2958665,93,2143931,179447,30434,8.37,16.96,1465366,3216624,8.17,683.49,2.2,119.51,5.5,37.32,177,1
395,CMP_0395_Customer_Retention,Sales,Customer Retention,300,Facebook Ads,Finance,Freelancers,TOFU,Reels,All Devices,South,CPM,1381128,Enterprise,84,2026-08-24,2026-11-16,Planned,95,99,Low,High,119.31,3028951,1191,1159.64,2.19,3035941,71,2643499,116049,7078,4.39,6.1,1381128,3028951,11.9,522.46,2.19,119.31,14.62,58.28,117,1
396,CMP_0396_App_Installs,App Promotion,App Installs,82,YouTube Ads,Travel,Families,TOFU,Video,Mobile,West,Target ROAS,713811,Large,18,2026-06-24,2026-07-12,Running,80,85,Medium,Medium,117.45,1552182,134,5326.95,2.17,4843815,85,4984450,394768,59609,7.92,15.1,713811,1552182,1.81,143.21,2.17,117.45,11.93,34.65,166,1
397,CMP_0397_App_Installs,Brand Awareness,App Installs,179,Facebook Ads,Finance,Working Professionals,TOFU,Story,Tablet,East,CPC,1159218,Enterprise,50,2026-05-30,2026-07-19,Running,86,85,Low,Medium,117.4,2520139,1878,617.26,2.17,2894591,98,3435429,256283,8611,7.46,3.36,1159218,2520139,4.52,337.43,2.17,117.4,17.76,49.35,402,1
398,CMP_0398_Generate_Leads,Brand Awareness,Generate Leads,113,Google Search Ads,Travel,Families,TOFU,Story,Tablet,East,Maximize Clicks,1329889,Enterprise,24,2026-06-23,2026-07-17,Running,85,86,Low,Medium,92.1,2554716,2364,562.56,1.92,4288402,72,1167654,60484,7705,5.18,12.74,1329889,2554716,21.99,1138.94,1.92,92.1,16.63,31.7,84,1
399,CMP_0399_App_Installs,Lead Generation,App Installs,20,Affiliate Marketing,Healthcare,Senior Citizens,MOFU,Carousel,Tablet,South,CPA,961701,Large,29,2026-06-08,2026-07-07,Running,94,99,Low,High,97.65,1900802,4143,232.13,1.98,370441,74,2020861,86694,4412,4.29,5.09,961701,1900802,11.09,475.89,1.98,97.65,10.46,52.77,347,1
400,CMP_0400_Increase_Sales,Retargeting,Increase Sales,259,Facebook Ads,Food Delivery,Students,BOFU,Story,Tablet,Central,CPC,1157686,Enterprise,50,2026-07-16,2026-09-04,Paused,100,99,Low,High,104.05,2362258,246,4706.04,2.04,1741735,89,3168332,363407,46516,11.47,12.8,1157686,2362258,3.19,365.39,2.04,104.05,12.75,49.12,290,1
401,CMP_0401_Generate_Leads,Sales,Generate Leads,32,Email Marketing,Travel,Freelancers,TOFU,Reels,Desktop,Central,Maximize Clicks,554265,Large,108,2026-08-22,2026-12-08,Paused,78,86,Medium,Medium,63.22,904671,2798,198.09,1.63,1641980,90,2460342,225613,20959,9.17,9.29,554265,904671,2.46,225.28,1.63,63.22,5.81,23.11,433,0
402,CMP_0402_Increase_Brand_Awareness,Lead Generation,Increase Brand Awareness,132,Facebook Ads,Fashion,Freelancers,MOFU,Story,Mobile,North,CPC,1063015,Enterprise,81,2026-08-12,2026-11-01,Paused,100,97,Low,High,139.24,2543157,3206,331.57,2.39,4414875,68,4446923,212118,31881,4.77,15.03,1063015,2543157,5.01,239.05,2.39,139.24,10.0,36.01,491,1
403,CMP_0403_Customer_Retention,App Promotion,Customer Retention,178,Affiliate Marketing,Healthcare,Students,TOFU,Story,All Devices,Central,Maximize Clicks,371242,Medium,74,2026-08-23,2026-11-05,Planned,78,81,Medium,Medium,80.07,668495,555,668.9,1.8,125400,67,3936224,351111,51753,8.92,14.74,371242,668495,1.06,94.31,1.8,80.07,9.81,22.41,128,1
404,CMP_0404_App_Installs,App Promotion,App Installs,198,LinkedIn Ads,E-Commerce,Working Professionals,TOFU,Reels,Mobile,Central,CPC,444668,Medium,108,2026-07-30,2026-11-15,Planned,81,74,Medium,Medium,73.86,773099,4193,106.05,1.74,4041963,87,599278,65980,5925,11.01,8.98,444668,773099,6.74,742.01,1.74,73.86,3.65,37.27,466,0
405,CMP_0405_Customer_Retention,App Promotion,Customer Retention,118,Email Marketing,Travel,Senior Citizens,TOFU,Video,Desktop,South,CPC,1447618,Enterprise,17,2026-08-05,2026-08-22,Planned,90,84,Low,High,112.29,3073148,4802,301.46,2.12,3125018,60,4178225,308353,26055,7.38,8.45,1447618,3073148,4.69,346.47,2.12,112.29,17.79,55.72,438,1
406,CMP_0406_Increase_Brand_Awareness,Sales,Increase Brand Awareness,101,Google Search Ads,Food Delivery,Freelancers,TOFU,Reels,All Devices,East,CPM,82206,Small,92,2026-08-24,2026-11-24,Paused,52,57,High,Low,69.89,139659,4474,18.37,1.7,1289017,66,605398,44557,2236,7.36,5.02,82206,139659,1.84,135.79,1.7,69.89,16.78,55.61,322,0
407,CMP_0407_Increase_Brand_Awareness,Sales,Increase Brand Awareness,222,Google Display Ads,Travel,Families,TOFU,Video,Tablet,North,CPC,565089,Large,62,2026-08-26,2026-10-27,Paused,75,70,Medium,Medium,96.91,1112716,3248,173.98,1.97,2537553,92,954746,89555,9582,9.38,10.7,565089,1112716,6.31,591.87,1.97,96.91,17.99,64.83,325,1
408,CMP_0408_Increase_Sales,Sales,Increase Sales,144,YouTube Ads,E-Commerce,Freelancers,TOFU,Reels,Mobile,East,CPA,676107,Large,89,2026-08-06,2026-11-03,Paused,82,85,Medium,Medium,68.45,1138902,653,1035.39,1.68,2642054,87,3909610,273672,27011,7.0,9.87,676107,1138902,2.47,172.93,1.68,68.45,15.52,30.4,320,0
409,CMP_0409_Increase_Sales,Brand Awareness,Increase Sales,286,Affiliate Marketing,E-Commerce,Students,TOFU,Image,All Devices,South,Target ROAS,1150063,Enterprise,54,2026-08-23,2026-10-16,Paused,96,97,Low,High,108.35,2396156,3398,338.45,2.08,762490,98,4947508,309219,37168,6.25,12.02,1150063,2396156,3.72,232.45,2.08,108.35,7.76,63.36,223,1
410,CMP_0410_Increase_Sales,Retargeting,Increase Sales,133,Google Display Ads,Food Delivery,Working Professionals,BOFU,Story,All Devices,Central,CPA,520876,Large,37,2026-08-20,2026-09-26,Planned,85,78,Low,Medium,82.91,952734,3935,132.37,1.83,1809600,69,3671553,160446,28094,4.37,17.51,520876,952734,3.25,141.87,1.83,82.91,3.23,68.73,206,1
411,CMP_0411_App_Installs,Sales,App Installs,149,YouTube Ads,E-Commerce,Families,TOFU,Story,Mobile,West,CPM,656591,Large,77,2026-07-30,2026-10-15,Paused,92,99,Low,High,118.46,1434388,2085,314.91,2.18,2866739,74,1115077,23082,3725,2.07,16.14,656591,1434388,28.45,588.83,2.18,118.46,6.55,23.36,70,1
412,CMP_0412_Website_Traffic,Brand Awareness,Website Traffic,172,Google Display Ads,Travel,Freelancers,TOFU,Image,Tablet,East,CPC,475942,Medium,111,2026-08-27,2026-12-16,Planned,63,70,High,Low,70.75,812670,3578,133.02,1.71,2918395,78,2638579,170979,17132,6.48,10.02,475942,812670,2.78,180.38,1.71,70.75,4.97,30.15,182,1
